S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,signal
23.0384226,2.115175963,-9.060903556,6.794947381,-7.977518599,5.608850031,-2.013242426,9.286629558,5.267234577,14.28547259,5.617530388,1.13165964,-10.34361532,Bangla
23.11248405,2.157806566,-9.178984307,7.165058658,-6.890069163,6.004980014,-3.055958263,10.90885187,5.353835487,15.67275568,8.810621242,1.921776224,-9.434595154,Bangla
22.99448073,2.273782699,-9.527800636,6.996905852,-6.377299084,6.92621072,-3.116963592,10.91603365,5.301416134,15.22288278,5.965380149,0.742729844,-7.446856412,Bangla
23.00523317,2.723542452,-9.417472983,7.749467521,-4.30592732,10.08837875,-1.429627937,10.72469323,1.893287286,9.402662382,-2.423627435,-0.441871024,-7.680630788,Bangla
23.33450706,2.812827103,-9.375492339,7.794199242,-3.318867265,10.92682632,-3.294242771,7.217590753,1.219510719,11.38574381,-4.331316314,0.611277306,-6.99490632,Bangla
23.46447943,2.679127261,-9.380875396,8.327942103,-5.00713148,8.931302195,-3.979114251,6.627462824,-0.02395972,9.496819412,-2.402052156,0.083683898,-4.917164764,Bangla
23.51305463,2.298661035,-9.802464281,9.389280663,-6.149206524,7.934632226,-4.705605676,6.604074686,-5.02908273,4.417975306,-0.494184631,-0.991759247,-4.475986995,Bangla
23.4873964,2.171886374,-9.978796398,9.625098504,-6.131684462,8.61639707,-4.766442975,5.512774369,-6.472437813,2.742419019,-3.783957293,-2.536175578,-5.931439164,Bangla
23.32785299,2.417664384,-9.69302727,9.02265756,-6.431086661,7.923705303,-4.844563313,5.361495154,-3.818872602,1.976012681,-8.117284551,-0.232423161,-4.10651191,Bangla
23.24510146,2.709786521,-9.294744766,7.54428869,-5.238526516,7.213370463,-6.304242597,3.229929445,-9.805199708,-2.659648721,-6.313262266,4.706942137,1.643407575,Bangla
23.21857376,2.24873778,-9.661595543,6.538630809,-6.190977414,5.658877931,-6.911593702,3.775462359,-10.54813621,-3.32320368,-3.152756811,4.661664523,4.105920396,Bangla
23.13546025,1.327689845,-10.32729749,6.633177975,-8.815530858,3.585250629,-6.047346684,6.200264936,-2.807551925,-0.330452439,-3.009899711,8.110444295,9.14846976,Bangla
23.13823056,1.007106674,-10.51265061,7.434139381,-10.38881889,1.583195194,-6.51765964,7.682312882,-3.421747666,-1.098496234,0.482886822,5.047258615,7.051852303,Bangla
23.30113522,2.757837372,-9.312884708,4.487939109,-9.421307418,1.469100888,-4.740605732,7.763845468,-4.878081539,-0.857128394,2.099658956,1.968886481,1.52476215,Bangla
23.54431804,2.875567672,-9.507943292,4.266126224,-8.86749549,5.006223573,-0.703744888,7.487092037,-2.67997451,3.357064539,1.398215863,1.296011255,-4.001226501,Bangla
23.61805743,1.913563269,-10.58244132,5.973372694,-7.107764359,9.618514803,1.807581399,9.574264731,1.326263132,9.733299262,2.153696064,1.861355204,-7.901493432,Bangla
23.41455806,2.157516264,-10.11818738,5.251935085,-6.794023275,9.348995951,1.91225354,8.429528998,2.694611125,12.26709364,4.600579305,4.277557148,-6.09310309,Bangla
23.15960511,2.350448344,-9.798397515,5.81827275,-6.42823736,6.833050507,-2.711441869,7.137087262,-1.443077489,6.94903462,3.008307974,5.269186352,-2.067850393,Bangla
23.19932146,1.62022846,-10.3522364,7.362809533,-8.042352951,7.830694538,-0.885235862,7.953432769,-3.132406585,2.205188082,-1.069893471,4.617239091,-4.758371376,Bangla
23.19529236,1.619963063,-10.56084776,6.622125026,-7.459818635,8.939123032,0.54297391,8.348276501,-0.788606801,6.273266495,0.734906548,5.426263119,-6.831368674,Bangla
23.08604813,2.187079935,-10.44391451,4.685100127,-5.324959541,8.48256838,-1.861474341,10.27760583,0.997437399,8.137220514,-0.267665682,4.823616895,-8.022423535,Bangla
23.09102371,1.689953349,-10.95935376,6.825905875,-5.507021989,7.98269007,-5.375666076,9.140317833,0.8602317,9.092894648,-2.114998602,1.399140538,-7.755010151,Bangla
23.02695835,0.952172543,-11.56851552,7.217164008,-6.692694941,8.13043852,-3.7984271,10.11427234,3.509617233,13.80978589,3.6815791,2.322211263,-7.710544631,Bangla
22.8937769,0.515670438,-11.37748461,7.680064589,-7.635296881,7.936164248,-1.626964723,11.39896887,5.279208956,14.73156681,7.817270798,5.580878129,-9.492916636,Bangla
22.68069315,1.466467779,-10.04183837,5.8543711,-5.621077648,7.957684028,0.293111282,14.37177576,8.882602464,16.72197294,8.62198675,5.258800746,-9.643261282,Bangla
22.4508029,2.924506413,-8.508560723,3.047830286,-5.165411212,6.802909252,2.060535217,14.49529021,9.173063653,16.95857658,10.3670232,3.60760246,-8.762925113,Bangla
22.51266137,1.185152971,-10.10506726,8.570439303,-8.810148828,7.011218827,0.888571113,11.80259564,8.347058265,15.17175569,7.366741212,0.624114345,-9.433763485,Bangla
22.41757345,0.771166341,-10.68124195,7.952485113,-7.442927025,7.985716959,-0.111445081,12.20114767,7.840186959,14.85006393,2.238040688,-2.849326832,-9.964841746,Bangla
22.16797913,0.831293856,-11.7259876,5.045440356,-5.125198989,8.33539393,-3.480360281,13.35814224,4.802168272,16.40199473,5.809077909,0.852509229,-9.511676555,Bangla
22.22508627,0.926409743,-10.85742842,9.603126787,-5.567392747,6.893681668,-6.757968046,11.38694691,4.709814848,17.11008875,9.852793599,2.161106922,-8.392376453,Bangla
22.43797135,1.434711091,-9.983040315,8.483304947,-7.536551807,6.413113184,-2.379965948,9.53131438,6.837936819,14.72074309,5.395963619,2.548653855,-8.296788453,Bangla
22.69125165,1.194871609,-10.41289364,7.59487431,-8.059370243,7.503109752,0.283632356,10.22309969,7.463137812,13.92593387,3.286330256,1.30278784,-8.624390583,Bangla
22.91451737,1.545709347,-10.34962358,7.388746357,-6.496442184,7.447385217,-1.463683493,12.34318934,6.526368826,13.74129127,4.729831009,0.204225169,-7.795649108,Bangla
22.95249182,1.876248318,-10.47112002,6.163980832,-5.338096628,8.016980338,-2.071688318,13.1278742,4.641255985,12.73547975,4.452726985,1.691347931,-7.118999702,Bangla
22.91997841,2.129891204,-9.881809202,7.074000324,-5.8061244,8.84401627,-0.179517546,11.38536471,4.852320084,12.12322926,2.237203623,0.923296393,-9.626983852,Bangla
22.84624972,2.168138257,-9.330705809,7.961277528,-6.329367706,7.953836021,0.173228855,12.09515429,7.115412174,14.0581702,5.134202614,0.249899899,-11.56921325,Bangla
22.71772932,1.968462605,-9.953347145,5.532412382,-6.276067727,6.835962593,-1.343969874,13.44777844,6.741101371,14.80772147,5.860681841,-0.959618283,-10.49490114,Bangla
22.6999283,1.736759497,-10.20572468,5.347682817,-6.246665883,8.3674894,0.524784641,13.58629748,7.588820854,16.3839787,5.719760712,-0.609250689,-11.19848489,Bangla
22.62957134,2.109786629,-9.571859367,7.257884306,-7.008354276,7.247685335,-0.983485814,11.69431513,5.529668617,13.84913302,5.380697486,0.099142877,-9.423083648,Bangla
22.67093972,1.728266276,-10.01688705,7.112253888,-6.247606956,7.676435026,-0.385660662,14.44044951,8.124761012,15.43682433,6.047944508,-0.585759026,-10.23921064,Bangla
22.8543386,2.383965903,-9.231576234,7.62441485,-4.208729361,9.065615663,-2.130848806,10.25945513,6.580322292,16.529176,4.58146881,2.312587439,-9.736215946,Bangla
23.02778952,1.061923507,-10.68760368,7.478511599,-4.581129083,9.913953194,-0.045329489,13.82294724,9.12964874,18.84417987,7.797380854,1.96039983,-10.6411698,Bangla
22.89755224,0.954933967,-10.89233459,6.766759464,-6.325000493,7.570065865,-0.361881894,15.10303863,7.129151252,15.5673364,10.25040069,1.739797375,-8.907986179,Bangla
22.71246495,1.425717562,-10.25608689,6.31719123,-5.742800759,7.201784093,-1.625171004,13.76681844,9.463144907,18.13172822,9.106647925,4.557977169,-7.856642538,Bangla
22.90389284,1.470550747,-9.894974207,8.231554083,-4.801367264,8.736963149,-2.245404179,12.81342577,10.0130211,20.10444268,7.38689332,3.276846611,-9.884807715,Bangla
22.94361945,1.046046794,-10.12940859,8.134324352,-5.898982381,8.185670341,-0.850742697,13.19530407,10.82067313,19.68204442,7.504886263,1.585938273,-11.57189335,Bangla
22.85776335,1.160465713,-10.18351287,7.359048925,-5.893732502,8.916251442,0.926344487,12.95081271,8.831548193,17.67618265,7.334655671,1.661441218,-11.85786371,Bangla
22.85393475,1.8090068,-9.300571211,7.259343736,-4.223650719,8.277227207,-1.077237417,13.72689886,7.878419524,17.25209612,8.680686319,1.544757077,-12.250483,Bangla
22.9536763,1.54216027,-9.132078007,6.761582814,-5.137106329,6.328246809,-1.261070875,15.63349442,9.072883503,16.28708565,9.481984517,1.092964238,-12.30690488,Bangla
23.12597463,1.988741051,-8.949968626,6.470462412,-6.568698074,5.343397112,-1.412892284,13.5539932,7.93488154,14.79671683,8.574497154,2.860538081,-8.505314481,Bangla
23.26903721,3.17779228,-8.168042351,5.233804076,-4.777886465,6.795323326,-1.369727616,10.93391824,7.979996091,16.88200861,7.383577383,6.583504145,-5.916701251,Bangla
23.43001842,2.911916102,-8.207848459,6.430965391,-3.02422183,7.589557196,-3.427601082,10.32718425,5.81206148,16.40587956,8.682725401,9.252614332,-6.738787256,Bangla
23.57985045,1.511914006,-9.80895283,8.535474499,-3.412273924,7.702904977,-6.4092406,11.32030865,4.529644597,15.40176547,7.613395281,6.042114105,-8.07597317,Bangla
23.59630583,1.297879088,-10.5214687,7.369408339,-4.465839065,7.363406573,-5.902602099,11.45592868,4.61649012,14.89953399,4.431565924,1.562493842,-8.955413377,Bangla
23.55240328,0.94453047,-11.10540393,5.509257439,-5.461429951,6.284279536,-5.981091845,10.91574019,5.478237276,17.49300149,7.652817531,1.164313959,-11.66515891,Bangla
23.513857,0.49702965,-11.69791536,4.389951936,-5.775470356,6.226500651,-5.289542278,10.81592621,4.333292364,18.71739702,12.21969435,3.540173123,-12.4815038,Bangla
23.35962422,2.014495943,-9.204478249,7.45929524,-6.323091291,8.187406136,0.70719128,9.875790369,4.888002159,16.14216927,10.58776766,1.373823322,-13.50417128,Bangla
23.20178991,2.425267704,-8.187256631,9.879389517,-8.202690934,7.616441837,2.227670078,7.786993607,8.552076024,16.45097764,8.937987672,2.770083521,-9.344159606,Bangla
23.15402934,1.538152151,-10.01557704,6.375510894,-8.111010933,7.233944752,0.077573554,7.686227156,8.542280708,17.74306762,6.841102177,5.199564253,-8.068713334,Bangla
22.87980692,1.309343247,-10.58945449,5.90285888,-6.287297545,8.075168485,-1.621335551,10.38616137,6.571180206,15.38156987,3.078153779,2.274476443,-11.99794958,Bangla
22.72808683,2.112660117,-9.520694442,6.260222775,-7.07419722,6.769307792,-0.938046523,10.11850645,6.522539037,15.18692257,6.411610349,2.305915361,-9.917645474,Bangla
22.9028134,1.437965196,-10.22351017,7.408770561,-7.11051373,8.584079622,0.559880544,10.9153597,7.46662241,16.80170265,6.184929723,1.160100707,-10.73298487,Bangla
22.72716089,1.428704084,-10.03450725,8.029267224,-6.460424237,9.018266187,0.309491931,12.26180204,7.027614843,16.77554662,5.953337521,-1.411677383,-12.90625885,Bangla
22.53023738,2.290691244,-8.827729822,6.806127419,-6.947991768,5.882209549,-1.48304637,11.26342871,9.409014657,16.69995822,5.693580796,0.51139706,-10.57189154,Bangla
22.47206072,1.61307109,-9.971008835,6.646770763,-7.546398797,4.881295501,-3.362895325,12.66551548,7.695263554,13.71678647,5.520927701,2.113130768,-7.868483348,Bangla
22.16524477,1.797256136,-10.13833849,6.180518349,-8.962855104,4.864188607,-2.451867968,10.62295445,3.747879529,11.54316738,6.592304193,2.961043796,-6.121304658,Bangla
21.96905957,2.286894146,-9.378750161,7.113423797,-6.875069033,7.495080826,-1.708058682,9.317568775,5.431180969,15.53862449,5.951201009,2.811291456,-9.664082916,Bangla
21.87420753,2.371817942,-9.091582424,6.443749623,-6.477862545,6.386016958,-2.447909949,11.17216443,6.335144355,15.68373425,6.967675524,2.361603961,-10.23134453,Bangla
22.04838442,2.336392816,-9.732476311,6.581225112,-7.196455598,5.77020515,-4.110519076,9.150682603,2.45169146,12.20514805,5.966474924,3.254034288,-5.544928389,Bangla
22.09598382,3.013388253,-9.348082722,6.193060127,-7.125175885,5.293376299,-5.620818964,6.348933412,-1.417347132,7.891959415,2.071515904,3.727161285,-2.305878193,Bangla
21.61688967,3.401191202,-9.073281129,6.011664099,-6.971101561,5.490424668,-6.452176676,3.074165188,-6.405667858,2.369729445,-2.992470984,5.505740432,1.330760077,Bangla
21.0860227,2.811422307,-9.327477652,7.451703033,-6.66263728,6.593390797,-7.129619094,2.117916932,-10.83324732,-3.247562373,-8.011753054,4.376886919,4.674067823,Bangla
20.69456564,2.215884772,-9.001753223,7.17254192,-7.338435466,5.464136706,-9.647875351,-0.834130669,-16.49220572,-10.26482721,-12.97147968,4.061934783,8.812292544,Bangla
20.44375129,1.798498326,-9.344956185,7.50078885,-7.865729439,5.785762552,-9.290634229,-2.018572892,-17.48552235,-10.63309608,-11.96142583,6.952228943,9.31870738,Bangla
20.29823617,2.405882442,-9.305375102,8.336886349,-8.565930637,4.296792556,-10.20626958,-1.190221037,-12.78284394,-5.975970359,-9.183155458,4.608625347,5.944007822,Bangla
20.67455257,1.752896285,-9.523935726,7.552135064,-7.779798906,2.648018732,-14.62142701,-1.390136619,-18.70379714,-11.85841589,-15.35974545,0.959016419,9.323626716,Bangla
20.85064343,1.706488282,-9.189370356,8.04384144,-7.376295138,2.868416234,-14.40195641,-0.564556414,-20.09752451,-14.54602355,-17.09531848,0.383400755,9.691444688,Bangla
20.77769829,1.863206631,-9.040524219,7.371505912,-7.460339092,4.124878055,-12.38923637,0.369897281,-18.37822007,-12.28231965,-15.64072068,1.183344985,9.813856477,Bangla
21.23032968,0.990141391,-9.746881889,6.550862367,-6.524203412,6.691126067,-12.02910875,-3.334083134,-24.9361514,-16.60802916,-19.47066945,2.071325909,10.87241882,Bangla
21.60822185,0.582976586,-9.98662132,6.780710043,-7.960264132,6.869334082,-9.742394414,-4.671866518,-26.26825387,-20.85304031,-21.72730097,2.988776457,9.778551673,Bangla
21.97093857,1.569805897,-9.760491226,6.240536795,-7.000420845,8.138969803,-7.346120307,-2.025320681,-21.84284051,-14.20403212,-15.62934296,1.077068021,3.831554796,Bangla
22.17573286,2.375705448,-9.62424723,5.380350212,-6.225355467,6.762652732,-8.123041424,0.998831507,-16.35050029,-8.901460577,-11.8398983,0.005403624,1.87920588,Bangla
22.18204956,2.435591462,-9.985675322,5.069109864,-6.827634949,4.929378123,-8.562213963,2.563341781,-10.79352522,-3.515280286,-6.730956113,2.876648061,2.019059681,Bangla
22.30174992,1.777387632,-10.39265085,6.959120585,-7.698933888,5.346223025,-7.068773065,1.930207271,-8.810532789,0.296225262,-0.42716474,5.72089713,-1.130815518,Bangla
22.6216388,2.497940438,-10.0517913,3.669076035,-7.640545574,3.759335617,-8.053404754,1.227476045,-8.718176573,-0.019541944,-3.956624655,1.615628817,-3.38469613,Bangla
22.88877221,2.347577505,-10.24261129,4.20510824,-7.588828215,3.61174101,-9.166375157,1.440994913,-7.926622418,0.782160484,-5.497657076,0.731621656,-2.412218395,Bangla
22.97420582,1.689066954,-10.45894953,7.34145001,-9.363823191,3.838920184,-8.281853458,0.903619828,-7.823408664,-0.745209698,-5.294784725,2.808349979,-0.738295712,Bangla
23.17105209,1.457073067,-10.32355012,8.695548124,-9.240133446,4.803951951,-6.864070972,2.391490585,-8.455282056,-1.03842835,-1.369626958,5.165494375,-0.662095423,Bangla
23.24656425,1.174269866,-11.05605867,7.26549499,-7.389799835,7.204553024,-6.615359027,1.725535168,-9.277042161,0.508141743,-3.496633806,5.998144868,-1.348383303,Bangla
22.93565383,1.341731271,-11.14662801,6.942504288,-5.533462937,8.050255956,-8.008021731,2.387792537,-9.762082946,0.174184013,-7.016800736,4.005849632,-1.051661076,Bangla
22.89036184,1.687443748,-10.04399939,8.564631586,-9.103095268,6.082196628,-4.452722146,3.244916432,-7.163616056,-3.015391689,-7.963432737,-0.331799462,-2.413096472,Bangla
23.09439362,1.992465612,-9.771021908,6.674327563,-8.702551434,6.045412548,-4.254093507,0.8451983,-5.760356689,-0.737966363,-8.989951263,2.775330574,-1.10939616,Bangla
23.11110454,2.023122321,-9.880025152,6.413416641,-6.32361255,6.398555666,-6.779198033,0.579375076,-6.51120501,0.466729562,-8.347954984,3.882521964,-1.037036638,Bangla
22.91556576,1.989649963,-10.08504569,6.49261948,-6.84366976,6.018548266,-6.366763545,1.775231711,-8.09129731,-1.853760221,-8.033972501,1.809030145,-1.589447513,Bangla
22.80712481,1.231599666,-10.93064256,6.632549886,-6.563532987,6.692120377,-5.788250463,5.583853473,-9.515433286,-2.980517448,-4.565317854,1.789415859,1.575527942,Bangla
22.93652833,1.393268741,-10.78037699,6.844020579,-5.632073288,8.557291623,-6.350932446,2.81445663,-8.21843979,-0.848355206,-11.09055832,0.994164597,-2.57024099,Bangla
22.72766515,2.086462632,-10.15656538,6.256183583,-5.308176425,8.124033478,-7.712129342,0.790853113,-7.897750587,-0.421491997,-14.54957328,0.412333237,-5.581647315,Bangla
22.25385375,1.417075068,-10.90473192,7.192022999,-7.230439499,7.143083162,-7.748714217,1.293417238,-12.26539486,-4.619640916,-11.93656507,-1.185190787,-4.433814961,Bangla
22.14186341,1.209354714,-11.14080555,7.433769843,-6.229878732,8.947161218,-6.449547152,0.157156205,-15.06186023,-3.453748004,-7.50678164,-0.398448956,-3.68582265,Bangla
21.96043349,1.838377221,-10.23235079,6.847007929,-6.298783595,8.434702819,-5.019396185,-0.664590683,-16.46190065,-4.199732693,-4.348097095,-0.916345621,-3.275966984,Bangla
21.41542251,2.638825259,-9.405505526,8.101538515,-7.015828216,7.569296696,-4.316584662,1.83084918,-9.746660519,-1.648027135,-5.932128562,-0.727786526,-5.047557088,Bangla
21.25517532,2.189940862,-10.11439149,7.255348245,-6.743980485,8.735342012,-3.089536379,3.428786938,-7.741688823,0.099701433,-7.396983307,0.601280616,-5.438374089,Bangla
21.32649832,2.044970421,-10.30104887,7.064643509,-5.462563652,9.23633851,-3.997992985,4.096407177,-7.34292896,1.704932683,-6.227173322,0.916115344,-3.782188351,Bangla
21.40272876,2.098545524,-10.16823232,8.337827852,-5.178453433,9.169311207,-4.471287957,6.19949031,-4.740562437,4.073783932,-4.108021128,0.569066943,-3.843157802,Bangla
21.34437209,2.07009594,-10.20979531,7.450152359,-7.762653399,6.017771927,-4.879303778,6.314464826,-4.65071356,0.509120588,-4.390635945,2.904592747,-0.875662209,Bangla
21.35406814,2.424669758,-9.90033647,6.290481731,-8.527158406,3.647357629,-6.956461175,5.05194214,-7.726040589,-2.97735751,-5.071644462,0.580378744,-2.09314845,Bangla
21.31500933,2.671369342,-9.560067255,6.541274269,-7.626705479,5.16266974,-5.726752874,4.039403114,-10.36586261,-1.538727558,-1.320863319,-1.257676916,-3.650520619,Bangla
21.35447719,2.509077047,-9.992721698,7.08128851,-4.314100226,9.216105122,-5.898520253,3.290336484,-14.5965153,-0.358211406,-2.103108301,-3.602515221,-6.097544348,Bangla
21.9664209,1.579545344,-11.51144021,5.515471692,-5.076876088,8.618857918,-7.90671618,2.122872428,-12.33809893,-1.057273836,-9.146540265,-1.462890316,-5.809492634,Bangla
22.34621582,1.675056315,-10.25198881,7.244902911,-10.4614029,3.438415514,-7.48333067,-1.45002208,-9.082734577,-2.509038243,-5.102834315,1.321345225,-3.459345632,Bangla
22.45684741,2.295823804,-8.977372489,8.524517637,-11.21441678,3.179611555,-5.862359735,-3.013051475,-8.79698992,-3.789474871,-5.550838471,1.578127677,-1.605712588,Bangla
22.50799704,1.955423969,-10.16372852,6.50973442,-8.442025905,5.450305463,-6.400476241,-0.273219242,-11.92314035,-6.771758171,-12.1642861,-1.73937349,-1.949704958,Bangla
22.68617788,1.784815978,-10.58393507,5.138741885,-7.429557698,4.827926045,-9.625280809,1.647856954,-15.37654086,-9.84736622,-13.50263853,-3.187763474,-1.688163274,Bangla
22.71044125,1.931181405,-10.00660247,5.912389858,-7.782799787,4.591870912,-9.919871004,-0.298974064,-15.57973652,-8.443391651,-10.55631254,0.477670012,0.559766343,Bangla
22.44282879,2.347324505,-9.129496533,7.579104747,-9.471319527,4.721357932,-5.471919555,1.27179405,-9.241689442,-4.8833225,-9.63266587,1.157133491,2.46309134,Bangla
22.45511703,1.537337987,-9.931216806,7.298518152,-10.22602844,4.881591676,-4.60950085,-0.514730366,-9.773991501,-4.862408068,-7.953984095,4.550197567,2.38844363,Bangla
22.43768195,1.781379951,-10.00798393,5.433345744,-9.411469669,4.632196853,-6.03987604,-0.837024683,-10.52705636,-3.059995391,-5.684216453,4.237668499,0.03405477,Bangla
22.25729,2.248954097,-10.26116931,5.217403794,-7.782652682,5.981506564,-6.08097911,3.656685426,-6.179140921,2.143148261,-4.945144816,0.312026344,-3.446537069,Bangla
22.44084667,2.000947457,-10.54664574,6.946201863,-7.250727229,6.899761817,-4.555557124,7.165501158,-1.151896108,7.450135257,-0.520625284,2.273113155,-5.27935152,Bangla
22.67539725,1.540482909,-10.39292435,7.224590188,-6.04385668,7.605791907,-2.539592483,11.54493457,5.338268221,14.14252292,4.753684194,1.358551515,-8.867865036,Bangla
22.62332547,1.604341547,-9.900337859,7.276142149,-5.293500132,7.694381043,-2.203061568,11.64979999,6.489385199,15.72985963,6.495161553,1.726767333,-9.283400653,Bangla
22.52864207,2.120967464,-9.294498814,7.140426274,-5.431182143,7.289118705,-2.219679318,10.7005174,6.038699282,15.16746291,6.111025054,1.757550066,-9.38403718,Bangla
22.53474201,1.226700581,-9.707012725,7.474456865,-5.474973644,7.5379855,-1.309024623,13.53985949,10.43412718,19.93245061,9.010128377,0.328223576,-13.02983206,Bangla
22.42739649,1.190957396,-9.776167024,7.040014235,-5.679513515,7.356487942,-0.80688443,14.51955989,11.56604401,20.87471598,9.916716892,0.451268184,-12.87538182,Bangla
22.33728368,1.687063184,-9.582512506,6.564777913,-6.297931691,6.755162414,-1.854903045,12.84046627,9.960214482,19.08531875,7.851671929,1.499317964,-11.18544685,Bangla
22.35901256,1.361375376,-9.668279522,6.857459146,-6.363331021,7.031106688,-2.123278736,13.0510959,10.42977134,20.67971102,9.223440442,1.29272476,-12.76258234,Bangla
22.38716048,1.042691729,-9.860227645,6.672891429,-6.752030015,6.43889966,-1.776574573,14.63286615,12.08532982,21.93399643,11.03087345,1.259840921,-12.68376851,Bangla
22.43567855,0.848306848,-10.06457866,6.567209047,-6.635650496,6.257608808,-1.779355302,15.17849441,13.68468309,22.66617265,10.83900005,1.79872111,-12.51300791,Bangla
22.72529318,1.292884398,-10.0439322,6.562734792,-6.430627235,6.877299805,-0.956958662,14.39928726,9.763789327,18.75455295,9.915737085,1.389289301,-11.03070895,Bangla
22.86306552,1.263774305,-10.02083106,6.877373422,-5.863437056,7.501541037,-0.740728751,14.13117577,9.114906443,18.41143076,9.56883489,1.077187473,-11.13407339,Bangla
22.86961654,0.640635442,-10.46526655,7.470045368,-4.252211424,9.213304611,-0.214976638,14.81607341,11.42958391,20.8146821,8.816521474,0.564533567,-12.89580582,Bangla
22.85323095,0.827420063,-10.59502976,7.392851112,-4.697576639,9.843846137,1.110277958,14.03009078,9.100015595,18.32558274,8.504586139,1.807151015,-10.80172295,Bangla
22.71425894,1.551222917,-10.1339904,7.286877526,-5.898538747,8.080109089,-1.030112274,10.25513304,4.411108939,13.24979354,6.564973551,4.016724738,-6.65128424,Bangla
22.52166308,1.644441004,-9.973205298,7.764852366,-6.001927163,7.003122079,-3.160471366,9.138538333,3.552960547,12.40462123,5.830889549,3.213604486,-6.733631603,Bangla
22.64275806,1.646807178,-10.36910777,8.159101248,-4.17172575,8.600505633,-3.873388782,11.73904425,-0.467968238,9.074590796,4.409619213,-1.42596011,-5.993084623,Bangla
22.91500578,1.904861544,-10.20721459,6.623088948,-6.728078766,6.976746227,-1.364873645,11.86451559,3.693271323,10.77685178,4.675081387,0.63406956,-5.057682996,Bangla
22.66802993,2.046942941,-9.633199037,4.791246939,-8.550519242,5.446768547,1.646454543,12.44322544,9.917306358,14.34707363,6.129483235,4.145539153,-5.206276075,Bangla
22.28716162,2.362063551,-9.550895096,5.756047758,-4.676173044,7.28006923,-1.109478854,16.74326463,8.56257174,13.33026917,5.533519395,2.944723859,-5.830357754,Bangla
22.22290795,2.460413474,-9.343919373,6.522974472,-2.235693823,8.246670386,-2.98827483,17.698135,8.936232845,15.04258275,5.476338951,1.907539736,-7.12766362,Bangla
22.42386105,3.211281208,-8.039782576,5.355105802,-2.169419053,7.136524687,-2.509756744,13.62867931,8.659663136,16.03788122,6.525438974,3.221993596,-7.343334897,Bangla
22.42894608,2.035759279,-9.529156032,5.491303026,-3.308451943,9.287848722,1.198359347,14.84612973,9.547580148,17.17332397,8.191112993,4.116658417,-9.015689179,Bangla
22.48758916,0.466119268,-11.84360541,6.68223704,-4.136801958,11.60565775,2.054070003,17.57991215,9.202136367,15.679557,3.637907748,0.280921713,-10.00250585,Bangla
22.61113837,0.43128277,-11.9524372,7.269645095,-5.123719184,10.12300837,-0.805151863,14.80402048,6.343991676,14.51055892,3.949829665,0.183048341,-9.494773943,Bangla
22.35326317,1.113528551,-11.08476279,7.338534097,-6.610843857,8.136275289,-2.070602775,10.99912517,3.514376102,12.03973176,3.960365061,2.02194379,-8.193042792,Bangla
22.34978585,1.704599912,-10.07703185,7.335120716,-6.980649029,7.32654379,-1.239235471,11.32962849,4.190801896,11.79276684,4.366087985,1.316381042,-8.990839406,Bangla
22.51856251,1.968451371,-9.369683274,7.47276791,-6.62983519,6.966530656,-1.072968241,11.63377678,7.754491091,15.93303602,6.677305836,1.196289059,-8.564840246,Bangla
22.77763276,2.382026311,-8.734543513,9.200093191,-6.336260949,7.374656127,-0.934403341,10.06120535,7.099224911,14.99775691,6.555175585,1.473493858,-8.046684583,Bangla
22.91790142,2.555694501,-7.790277159,12.17830885,-8.583385796,6.821261973,1.924419116,9.870559407,9.557225703,14.14747746,8.202120227,1.420634607,-7.292554876,Bangla
22.88959144,2.261530604,-8.47442877,11.41002102,-7.132430109,8.431021295,1.423368441,9.904240157,7.946261637,15.30591899,8.446609586,1.64545673,-8.789203033,Bangla
22.80000099,1.947087358,-9.979863102,8.477436636,-5.042425882,9.279181346,-2.845522134,8.84460148,2.96912879,14.47612096,4.808505209,2.664457717,-8.682942928,Bangla
22.60726822,1.883710614,-10.75144432,6.708308751,-5.274033863,8.844518665,-4.641985606,7.98578375,0.884401948,11.79552896,0.182542531,3.745269881,-6.036139479,Bangla
22.46216645,2.079077819,-10.85382421,4.349538761,-4.895479716,6.822682207,-7.286814096,8.10482074,-1.342421553,10.68201344,1.546883538,3.182608017,-7.987914212,Bangla
22.15502968,1.917501086,-10.46539703,5.174521898,-5.623376761,6.563009324,-5.020871903,10.63564401,2.554640782,13.09990454,4.775510194,2.592591114,-8.328974126,Bangla
21.41834567,2.176038979,-10.07362273,5.775958888,-5.57780674,8.057880222,-2.46060405,11.4243074,3.128238385,12.48780981,2.881376457,0.482029776,-9.858800027,Bangla
20.67860136,2.671095986,-9.2338817,5.945134745,-5.896104005,6.776382961,-3.300554853,10.227176,2.991484482,12.05196286,3.394365312,0.439703604,-10.90964113,Bangla
20.46792058,1.941744388,-9.262065528,7.641744668,-7.44114293,6.552411901,-1.646377249,10.59823709,8.289660443,17.02907815,8.102744876,2.404026209,-11.85156049,Bangla
20.50553928,1.98394329,-9.389664502,6.843708568,-6.780205497,6.23977443,-2.809350208,11.68905273,7.239545948,16.84308176,8.54652778,1.745744349,-11.59278299,Bangla
20.40198805,1.717532431,-10.05112703,6.418998624,-6.046804214,7.042642275,-2.734469443,13.2125953,6.429494161,15.4137804,5.848496707,-0.029499946,-11.82608579,Bangla
