S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,signal
23.09059736,2.952103404,-9.110881099,9.02134252,-5.39159459,5.897910544,-7.829922682,7.320097408,-4.448522083,4.671890365,2.635530403,4.4666129,-0.71319504,Bangla
23.13330397,2.727013317,-9.037398294,9.484660887,-3.640907897,7.609212618,-6.416446256,10.64906968,1.189780971,10.68530552,4.729949451,3.684852761,-4.181245175,Bangla
23.0488424,2.158413591,-9.520971468,10.09534419,-4.473163443,8.7167481,-5.11995776,8.225565454,0.8388352,10.67731072,2.787769063,4.179304595,-5.293002139,Bangla
22.7945098,0.650817786,-11.47039679,7.354407474,-8.127700552,5.689443147,-5.479501442,8.352930451,2.12679309,7.371925497,-3.041379639,0.382284506,-7.976964479,Bangla
22.47278033,2.441253558,-9.040861469,5.964244445,-6.029915599,5.743378812,-3.321826465,10.01297377,6.985113593,11.68065663,-1.109344406,0.297247854,-8.388218028,Bangla
22.24798621,3.891484107,-7.846238552,5.523619417,-4.366851662,6.857362251,-3.480745679,8.125974581,3.340761741,11.83552502,1.12213387,1.354066491,-8.388329407,Bangla
22.54186292,1.894652013,-9.337584399,9.394463015,-5.934809982,8.791067311,-0.57198557,11.59323225,6.966489488,12.76604842,0.961498995,-0.778304596,-9.774760094,Bangla
22.58829519,1.534649132,-9.445054668,8.343589766,-6.323768702,7.265329321,-1.783568099,10.26585197,9.001188715,17.67203863,5.737587247,0.971973291,-11.12856784,Bangla
22.41904674,2.528971967,-9.257662408,4.806414374,-6.968499169,5.719643602,-2.505952954,8.373298472,5.08499935,15.39204161,7.395548943,3.978098744,-9.417944904,Bangla
22.28246053,2.602461251,-9.259897709,5.387047191,-6.502520384,6.999504945,-0.820012262,11.11010466,3.804957197,11.88684831,5.139682971,3.567518912,-9.421536527,Bangla
21.98104691,2.394667895,-9.533498591,6.785930549,-6.86969683,7.181525237,-1.405624276,10.78216179,2.783054981,9.098065457,0.118007361,-0.216667181,-9.212506025,Bangla
22.25222117,1.898492039,-10.28920507,5.995163821,-8.603440122,5.994923535,-1.926258431,9.097385589,5.304516568,10.48400824,-2.498300432,-2.239795896,-7.473830486,Bangla
22.6536108,2.591188608,-9.21725015,6.313426864,-7.143059745,5.725381854,-3.549420027,9.156124584,4.629900851,12.55058158,3.050943877,0.781653866,-8.214882899,Bangla
22.89125721,2.399401464,-9.186666276,6.662081963,-6.239718976,6.301706589,-3.966575677,10.6273714,5.761033064,15.38383419,7.181832032,3.674023769,-8.843484124,Bangla
23.07782808,2.006389768,-10.02252503,5.756620844,-7.232456343,5.46380595,-2.811161651,13.14584225,7.823226853,14.76382876,7.538477021,4.076956725,-5.569042064,Bangla
23.17024583,2.081868372,-9.808365428,6.876954699,-6.797419209,6.855356836,-0.758478437,14.83334653,7.30822752,13.44912926,6.410972092,1.651938094,-6.36926932,Bangla
23.27422403,1.502605124,-10.63456921,7.996945416,-5.147535804,9.638632522,-1.870795795,12.75858701,6.046998352,16.45761069,5.187975503,1.349833287,-7.574818946,Bangla
23.40865328,2.064164671,-10.2911552,7.006183046,-5.072806149,7.714201338,-5.285301538,10.03740797,3.155234085,13.03805924,1.623789908,1.174114372,-6.403932875,Bangla
23.4772302,2.686811557,-9.455933792,7.15292669,-5.985996016,5.853809206,-6.639210566,7.107915126,1.478129025,9.274095153,-1.698442901,1.392518191,-5.41785635,Bangla
23.67195602,2.822149428,-8.591331193,8.567693363,-6.760828576,4.691699153,-5.48057561,7.395587684,1.059892362,9.21444281,4.718904725,1.201524835,-4.675053802,Bangla
23.82065611,2.763005799,-8.751728591,9.341426433,-7.359089693,4.993447218,-5.424403018,6.248136729,-2.100263016,5.68231176,3.122297414,2.42458994,-2.608464754,Bangla
23.63043079,2.345219089,-9.640490324,9.466775983,-6.789258279,6.886384699,-5.946426766,5.124948102,-2.779819881,4.912379798,-2.577178328,2.865722676,-1.772707739,Bangla
23.25622744,2.536466038,-9.569084596,8.890273049,-5.973450349,7.814383532,-4.597166251,7.519290303,-0.259951781,7.425735512,-0.9552572,3.840298519,-1.891381263,Bangla
23.13828596,3.015871586,-9.115456529,8.223120248,-5.482041308,7.899815635,-4.298087196,7.143083365,-1.153480891,7.33653323,-0.508722359,3.735492442,-3.740810871,Bangla
23.17232038,2.919924237,-9.029149898,7.584670249,-5.214739965,7.072778759,-4.512903459,8.248010939,0.183579416,7.944107926,-0.358737208,1.574310804,-3.91991656,Bangla
23.21375754,2.676679485,-9.203461683,7.453974982,-5.382412375,7.142653383,-3.805029208,8.571833102,1.22214467,9.32104607,1.233976962,1.170861955,-5.298284948,Bangla
23.11366729,2.485028499,-9.382543725,7.315257729,-5.664743818,7.198843371,-3.372218342,8.89171211,1.376805576,11.09036229,4.173689486,0.894113697,-6.595785635,Bangla
22.85326101,2.067292083,-9.852909078,6.37960176,-6.896493551,5.409230242,-3.727684382,10.1351462,3.238112889,13.05851563,7.895245853,1.660414788,-5.349006034,Bangla
22.67021045,1.435520061,-10.4381835,6.822776948,-6.95497653,6.382242726,-2.308728486,11.52653006,5.800580354,14.16825459,7.120253838,2.384752286,-5.94008186,Bangla
22.37371067,1.025885152,-10.74058714,7.265303957,-6.588600917,7.958684359,-1.005913403,11.89125256,7.349122495,17.0395242,7.406338012,2.008202316,-8.304661098,Bangla
22.26137764,0.516621707,-10.77194904,4.958956666,-7.409665099,7.307672689,0.899376266,12.35867738,13.30557733,24.74406294,12.31472188,2.292955288,-14.02414422,Bangla
22.28542962,-0.084392224,-10.88987808,4.479594106,-7.586923034,8.361124417,3.386456644,14.24573535,17.4051639,28.49192279,13.6634669,1.603814297,-17.67344843,Bangla
22.53862148,-0.167675165,-10.40879184,7.217814128,-4.600651316,8.740547622,0.227460606,19.77414324,16.64919853,27.2541207,14.9094407,1.618592517,-16.3300272,Bangla
22.73326321,-0.37639926,-10.05926559,8.001354273,-4.085854065,8.234440335,-0.115028471,20.37250104,18.16654072,28.21277461,15.40897835,0.991201755,-18.30138747,Bangla
22.79146065,-0.316153367,-10.04167563,6.434495131,-5.402555256,8.084497475,2.04747603,16.82685941,17.99438313,27.71711465,11.44455016,-2.782655469,-21.70817921,Bangla
22.89536022,0.067167946,-9.795124255,5.708313102,-6.407966569,7.756242802,2.403677413,14.821319,16.58113826,26.030108,8.216696242,-4.811258783,-21.75112625,Bangla
22.70920632,1.042493827,-9.243602697,6.891503621,-7.763984269,6.144199964,-0.589438362,10.46495698,11.81418899,22.74286811,8.973729773,-3.426574056,-17.11218225,Bangla
22.59230442,1.127813474,-9.071632878,10.24490873,-5.91355852,5.595894741,-5.728742361,14.10866636,9.585368943,20.96268241,12.74242208,-1.202884038,-11.54681885,Bangla
22.67474849,0.82804795,-9.686165147,8.288352317,-6.018380554,6.08842599,-4.221417558,16.15091896,10.71750962,21.2833027,12.09729321,-0.88228671,-11.56074076,Bangla
22.4965411,1.13497068,-9.489215766,6.110361168,-7.573127238,5.401016672,-2.542245556,11.65681095,11.18024095,22.1526371,10.00677604,-1.549609413,-13.86739024,Bangla
22.52773068,1.003383552,-10.29917853,6.097916722,-7.708673074,6.729722052,-1.276090962,12.28358009,9.915361093,19.69684891,9.209964581,1.145015404,-12.19016209,Bangla
22.68688898,0.650352424,-11.11587661,4.616794551,-7.709856827,8.210204153,1.753245875,14.00915682,10.89014659,19.62974105,7.834521051,0.708361165,-12.770096,Bangla
22.85265611,1.976170303,-9.803301361,6.153941325,-5.808725828,7.242421471,-2.372513051,11.63377193,7.000899473,18.12705009,7.678171658,-0.280326393,-11.47727527,Bangla
23.04781879,1.836583272,-10.57864829,6.346185788,-6.215456627,8.765585906,-1.603290813,9.743322397,1.756556306,12.26019959,4.001406678,2.567449717,-9.112933531,Bangla
23.11556249,2.086246719,-10.34519999,7.109292112,-6.711243286,8.572556449,-1.806831741,8.109500465,-0.388173129,7.373806507,-0.365118044,4.239534873,-4.855849613,Bangla
23.10522621,1.917785968,-10.46305609,7.086390368,-5.613811077,8.781740539,-2.756068022,8.560775974,-2.865947704,3.650616485,-1.319691098,6.316860992,-2.976759122,Bangla
23.16037305,2.003746067,-10.42596151,5.879599487,-7.423389255,5.984573007,-4.990432715,5.354377983,-5.822150592,0.499840035,-2.816913173,4.171586399,-4.55964531,Bangla
23.03311463,2.137358373,-9.749202316,8.015228715,-7.612977183,4.864003294,-6.344623611,4.782665723,-4.316722534,1.910667624,-1.753397574,0.782496976,-2.792349596,Bangla
22.68503968,1.933350565,-10.11169889,7.686411078,-6.219485365,6.665268061,-5.564371063,7.307120518,-2.802330911,4.312406232,-2.233712954,-0.820085802,-3.135350421,Bangla
22.29125646,1.743015711,-10.71669092,4.86783006,-5.866834646,8.897147873,-2.589621127,7.961295984,-1.969361487,6.187953018,-3.518143338,1.000758649,-3.527234373,Bangla
21.74567441,1.062407924,-11.06109112,5.940752125,-6.635155823,8.382097332,-2.622560074,7.202605554,-1.898580481,6.406479527,-0.025394,2.984840089,-3.358599063,Bangla
21.24524372,1.167551171,-11.1349156,5.277963887,-7.684228832,7.627151515,-1.541989522,7.788090978,-0.53130921,5.949727054,-0.905570295,3.311331705,-4.092214836,Bangla
20.39389572,1.346890817,-11.66781333,3.953263605,-7.998253726,6.745913371,-3.71776334,7.351764828,-1.65501313,5.792739188,-2.974367631,3.002963173,-4.170773747,Bangla
19.73522226,1.567107949,-11.20336648,6.388199371,-7.680548748,6.565982717,-4.626504825,8.369161232,-0.245406336,7.416052689,-0.652827203,3.893786989,-2.344606291,Bangla
19.49228799,2.685255056,-9.760824736,6.517298885,-7.894049427,7.135340841,-2.794656826,4.813707083,-4.529746898,1.12932187,-6.199466535,4.058952989,-3.017254701,Bangla
19.93471772,3.48241161,-7.834518623,9.247217451,-9.123331573,5.920085538,-1.217887898,2.772190754,-7.186023753,-1.79108591,-1.645233089,1.131011004,-6.7716396,Bangla
20.45514268,3.279207954,-8.057912145,8.987917048,-7.282522891,5.821679423,-3.388743454,4.817365812,-0.451840678,8.686381738,4.403367918,1.516591101,-8.798027625,Bangla
21.06709184,2.123703841,-9.428110994,7.227404012,-6.40973479,6.194230188,-3.941682293,10.15016485,6.150301,16.76391591,8.271810421,3.483530273,-7.778244041,Bangla
21.81883285,1.664874604,-9.888601496,7.389549526,-5.599081683,7.191039405,-2.648329352,13.33159515,8.314943535,17.4436613,8.394968114,3.697989299,-7.958491252,Bangla
22.24011009,1.447863939,-9.965139559,7.450205871,-5.458077632,7.064142574,-2.663619514,13.6312689,9.341840622,18.15463365,8.695852318,3.691686081,-8.286286511,Bangla
22.39684435,1.007760095,-10.1229902,7.453594763,-5.258879504,7.808987598,-1.36670683,13.12299662,10.80537756,20.53278953,9.609965198,2.572740535,-10.60748068,Bangla
22.15677767,1.082330375,-9.941503899,7.829529867,-5.290417604,8.195734632,-0.918166399,12.06328413,10.33203796,20.71237023,9.483837422,1.726723524,-10.98525505,Bangla
21.32193886,1.876803956,-9.483280816,8.516321292,-5.796812188,7.845970194,-2.025186896,10.00783613,5.51407976,14.98850198,6.013534602,1.335507391,-8.796091934,Bangla
20.33900909,2.451984787,-9.647764767,7.561736775,-5.896840458,7.662597877,-3.633838647,8.065827537,0.81864043,8.631646902,-0.338254312,2.81443761,-4.480037895,Bangla
20.00332746,2.486073937,-9.729168683,8.2837621,-7.03470058,6.183671192,-5.876186062,6.549506773,-1.059372126,6.505432205,-1.461400823,3.713580754,-1.453126825,Bangla
20.05112231,2.269112235,-10.28051675,7.318347628,-7.316370204,5.645854095,-6.772842738,6.535502553,-2.841201052,5.359110993,-1.592407624,2.632206262,-3.299189551,Bangla
20.72208163,2.229248135,-10.41452547,7.654241262,-7.047772284,6.099765314,-7.427570262,5.654108139,-6.322468054,1.980735532,-3.896519169,1.955334424,-2.653407578,Bangla
21.41414867,2.558831749,-9.764773653,8.189989586,-7.261319645,5.322860164,-7.803820242,4.067405058,-5.307735159,3.028649445,-2.815761965,1.608454483,-4.340673906,Bangla
21.86367469,2.069394545,-9.836369233,8.553299561,-8.794570956,5.639706544,-4.22619475,4.955251496,0.399911559,8.578663006,0.491704358,0.18737489,-7.260727384,Bangla
22.09274798,1.872810022,-10.36915174,7.17352504,-7.89711761,5.912799619,-4.773993338,6.347207935,0.861148708,9.855078774,0.553377995,0.072029407,-5.876212246,Bangla
22.22946763,2.430679216,-10.21867894,4.45627067,-5.650262287,6.325534672,-5.202262599,7.66753737,-0.388666139,8.912083601,0.123072949,1.726965388,-3.790273303,Bangla
22.37311154,1.911866651,-10.4628354,5.811898321,-5.670804342,7.786254496,-3.637639995,7.43498224,-2.193175957,6.339767386,0.897355581,5.552984763,-2.16233963,Bangla
22.52953621,2.058700406,-10.0182067,7.830742877,-5.634043351,7.647876035,-4.224705163,7.855368974,-1.422058561,7.562067208,2.842557358,3.849332479,-4.313105559,Bangla
22.78664451,1.931048066,-10.10057008,6.382188053,-6.819738135,8.056917957,-0.517036135,8.195198306,3.537913046,12.2885155,3.701252122,3.386043849,-6.365061903,Bangla
22.94340608,1.664034565,-10.42062445,5.253182754,-7.728700139,8.212378543,1.07030575,7.214480801,4.68997587,13.63465604,3.972513726,5.489038229,-5.930083891,Bangla
23.02565616,1.901732601,-9.892736848,7.563443208,-5.094113378,9.190969804,-0.384725788,11.70046576,3.193666847,9.756247426,2.766831621,4.570733757,-7.302240413,Bangla
23.19203824,1.573823797,-10.23345081,7.760875662,-4.250389897,9.733794413,-0.344247736,14.07205165,5.110294932,12.34298406,5.611029006,4.915832338,-7.342955946,Bangla
23.23433624,1.290125654,-10.46669085,7.227454839,-4.71713302,9.033735082,-1.032065293,12.1351564,6.13831572,15.47482403,7.79850309,5.106693761,-6.066079588,Bangla
23.09855526,1.00407021,-10.81892952,5.20894928,-6.509563778,9.182551145,1.87137079,9.304111503,6.595250683,15.77300238,5.256805117,4.798877317,-9.439463544,Bangla
22.90362557,0.838293434,-11.0497966,2.685197079,-9.505136157,8.218461349,4.548619947,5.007986633,7.88791275,17.53504862,3.93572908,5.090004123,-11.23444846,Bangla
22.98622056,1.02287317,-10.05536941,7.014361891,-5.213566383,8.652901827,1.264780842,15.62309233,11.54894432,19.48958144,9.632929,3.146923619,-12.13677985,Bangla
23.02611289,0.590060247,-10.24491869,8.966948836,-2.937525451,8.420202165,-2.525625738,20.58572549,13.54171779,22.35033228,12.82077986,0.563189186,-12.23596353,Bangla
22.63598606,-0.005842849,-10.86648554,8.748273665,-3.902791513,6.857101264,-5.424667822,18.40703577,14.3746434,26.43985801,16.04918116,0.227427231,-11.59253465,Bangla
22.31299854,1.244254742,-9.350567443,7.317118291,-7.249549949,5.975318645,-1.077494898,12.19728916,12.34931238,23.14663131,13.30687193,1.859528877,-13.17388057,Bangla
22.48821118,1.331346221,-10.54185605,4.188061103,-4.775712213,6.384753828,-4.870006094,13.12495525,7.67409124,20.02551492,7.563258658,-1.337906952,-12.42282271,Bangla
22.7097853,1.393073774,-9.450172185,8.427972552,-6.640112815,7.742106191,-0.00310604,13.35870901,11.19836984,18.04314662,5.055940184,-2.730262524,-11.70924261,Bangla
22.66094127,2.442490474,-8.290323049,9.997163216,-8.015426209,7.039765766,0.781858121,10.88192443,9.017359945,11.63281478,0.179749304,-1.563826155,-5.529995446,Bangla
22.44749897,2.294759347,-10.33409803,5.477817054,-5.159738823,7.684358306,-4.614569632,9.18189359,-2.19160278,4.886132362,-5.958414869,-1.347018244,-4.418972723,Bangla
22.1543606,2.749096928,-9.543562925,7.542685547,-5.235316258,7.828784426,-4.152208465,9.036900839,-2.80442064,2.917443641,-5.677279474,0.252327461,-2.333659238,Bangla
21.88099133,2.822715737,-9.380336159,8.4405283,-5.157388967,6.816045264,-7.157731816,7.168076134,-5.392790615,2.596950865,-3.010275106,2.032663151,0.97876209,Bangla
21.70761839,2.544405748,-9.688516583,6.92353207,-7.108384188,6.221267176,-7.756929017,0.805877025,-11.19795215,-2.155612081,-7.610306154,3.043701228,2.49583892,Bangla
21.39083577,2.171665415,-9.341059147,6.856329296,-7.571656091,5.911654864,-8.911603039,-1.862365866,-15.71888691,-7.492318804,-12.23029614,4.360805983,8.055662249,Bangla
21.25606349,1.399459157,-9.120708719,8.701389235,-7.155420551,5.811537765,-11.72097639,-2.026910731,-18.71157946,-10.68080216,-13.48942283,3.438936351,11.00513109,Bangla
21.26806662,1.245149092,-9.517394758,9.619276474,-7.733127061,5.587565052,-11.73406252,-0.325338722,-16.74668644,-9.777394093,-12.68028291,3.595333211,9.310306963,Bangla
21.13356399,0.797558358,-10.85055764,9.187705307,-8.915591839,5.202515701,-11.49316348,1.613314063,-13.2980246,-6.128454365,-9.858205638,4.662978244,7.501957474,Bangla
20.86483106,2.200864522,-9.910602683,8.353498102,-6.369908845,6.395944839,-9.081690374,4.257765002,-10.03607782,-1.429348478,-4.154202591,7.494752372,5.767507435,Bangla
20.87446833,3.089435145,-9.150092033,6.144148428,-6.319406673,5.577807714,-7.920275522,3.845194646,-10.65471687,-3.656601466,-7.477840348,5.885389818,5.018601954,Bangla
21.10327357,2.28816182,-9.841825888,6.932737375,-7.940026884,5.275519262,-8.474581836,2.813046952,-11.18585593,-4.215653064,-8.887560095,3.71931284,4.792293507,Bangla
21.91176241,3.162057121,-8.999635831,7.557364312,-6.769018247,6.358877925,-7.590564311,0.739704156,-8.815811063,-0.440879452,-8.920501916,4.648323381,3.044403664,Bangla
22.50379862,3.194564322,-8.99989306,7.394001927,-7.038515411,4.741204962,-7.550835335,4.358403685,-5.049622458,3.184030916,-2.923797002,2.062345495,0.473601332,Bangla
22.65656598,2.640582507,-9.658130399,7.155039816,-7.277616509,5.283520592,-5.183278282,8.319616853,-2.386531814,6.068708267,2.416616326,1.440725919,-1.864653416,Bangla
23.19345606,2.374462104,-10.00854862,7.454353663,-7.213756573,6.937458259,-5.370392275,4.369284389,-9.970164815,-1.924985208,-4.134481819,4.528879039,3.205706859,Bangla
23.28405797,2.551933298,-9.726048444,7.607451719,-7.077274121,6.53355146,-6.166549141,3.96919171,-9.942419776,-2.120610622,-5.184461392,3.814570205,3.289890026,Bangla
22.91800979,2.815206411,-9.509695371,8.331419451,-5.651030056,7.668070696,-5.66439276,6.112409387,-5.178266006,3.667900956,-2.446234922,3.501688795,-0.210140985,Bangla
22.82610909,2.95813848,-9.333068772,7.378966575,-6.200490344,7.731775708,-4.38686273,4.788423227,-2.518542581,8.109805188,-0.790143427,2.435115723,-4.021367506,Bangla
22.74475384,2.145183849,-9.734022223,5.859481872,-6.913442527,7.248523804,-2.163292522,6.581863082,4.904047296,16.14032808,4.002332838,0.960200645,-8.920260588,Bangla
22.50986781,1.808247427,-9.851212556,6.549151882,-5.719915562,7.74842573,-2.066064479,10.42114363,7.836174059,17.3504438,5.21707871,1.875634505,-9.61104513,Bangla
22.39101897,1.982793435,-9.730547761,6.623626928,-5.624567842,8.465033547,-0.988510159,10.37474274,5.813109249,14.80483518,3.640150228,0.560303147,-11.74536916,Bangla
22.72115574,2.056263252,-9.56390956,6.76454609,-6.017387345,8.37862532,-0.422451499,9.780412915,5.581445661,14.81889997,4.705617008,2.425348079,-11.01359509,Bangla
22.81558887,2.852853288,-9.17872985,5.714335118,-6.36736689,6.758955633,-2.864770679,7.047096798,0.993419879,9.937761859,2.474833255,4.384724493,-6.568234664,Bangla
22.73069923,2.952755264,-9.286036143,5.673622622,-7.249908485,5.054429874,-5.055039955,5.44106962,-2.431545736,6.130343477,1.178565072,3.922395047,-3.291819317,Bangla
22.61194504,2.708781713,-9.223266037,8.032048645,-6.353172113,6.945714893,-4.44286291,5.881633875,-0.259102448,8.529871686,0.725074826,3.391628706,-4.595736662,Bangla
22.30933216,2.111529325,-9.787255475,8.244402408,-5.020407681,9.277998226,-3.087332974,6.443616264,1.504726727,11.96800331,1.223530543,3.472050305,-6.87216605,Bangla
21.78330088,1.626494409,-10.411711,7.110002199,-5.807115954,8.107961939,-3.053319757,8.0767281,1.844246216,11.3506073,2.320831299,2.039881705,-7.252451734,Bangla
21.29728715,2.764972162,-9.339790595,6.646198434,-6.044522304,6.813573326,-3.817908952,8.671697812,2.344547604,10.45306357,0.371437866,0.412540747,-7.262376954,Bangla
21.21623823,2.876967608,-9.231434635,5.972980318,-6.590058637,6.290608947,-2.827963796,9.434547563,4.857125909,12.19181648,0.936318639,0.256080229,-6.491136869,Bangla
21.26590481,2.34630984,-9.393675365,6.861107409,-6.996508531,6.439595005,-2.37425038,10.47909018,5.911893443,14.70227831,5.483694751,1.13910508,-8.394165939,Bangla
